,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
2944,1,298.4,309.3,1496,45.6,129,0
2945,0,300.8,311.7,1479,39.4,18,0
2946,0,302.3,311.3,1457,44.5,83,0
2947,0,303.6,313.1,1395,44.1,120,0
2948,0,300.0,310.0,1486,41.8,69,0
2949,1,299.0,309.0,1419,45.2,27,0
2950,1,302.6,312.3,1566,36.6,46,0
2951,1,301.7,311.0,1505,37.1,190,0
2952,0,301.4,311.1,1469,36.9,133,0
2953,1,302.5,310.4,1451,53.6,194,0
2954,0,300.9,310.7,1468,36.2,208,0
2955,0,301.8,310.7,1751,29.3,133,0
2956,0,295.6,306.3,1636,32.7,56,0
2957,2,302.2,311.3,1758,26.4,4,0
2958,0,297.1,307.9,1496,44.7,88,0
2959,0,297.6,308.3,1623,36.9,61,0
2960,1,300.8,310.3,1270,61.0,54,0
2961,1,299.7,309.0,1465,49.0,158,0
2962,0,300.5,309.3,1373,48.8,211,0
2963,1,303.7,312.9,1406,41.9,48,0
2964,0,299.8,309.5,1495,39.6,10,0
2965,0,296.0,306.7,1917,21.0,127,0
2966,0,301.2,310.6,1437,51.2,112,0
2967,1,302.4,311.8,1453,42.1,105,0
2968,1,297.8,308.5,1488,41.9,196,0
2969,0,302.3,311.7,1414,47.0,11,0
2970,0,300.8,311.4,1316,57.6,43,0
2971,2,300.2,310.3,1408,42.5,0,0
2972,0,299.5,309.2,1816,23.0,15,0
2973,0,297.8,308.4,1512,39.9,181,0
2974,0,302.8,310.6,1671,30.5,201,0
2975,0,298.2,307.9,1551,36.0,186,0
2976,1,301.5,310.5,1308,60.5,139,0
2977,0,298.6,309.9,1593,37.4,47,0
2978,0,297.1,308.2,2267,15.7,181,0
2979,1,300.1,310.3,1350,48.8,50,0
2980,0,297.8,308.3,1435,50.1,189,0
2981,2,298.3,309.4,1631,29.8,0,0
2982,1,300.5,309.4,1347,50.1,213,0
2983,0,300.5,310.8,1728,26.3,125,0
2984,0,296.2,307.1,1444,46.7,194,0
2985,1,300.3,309.8,1617,40.8,158,0
2986,0,302.5,310.2,1477,41.6,16,0
2987,0,302.1,311.3,1634,30.6,50,0
2988,0,297.9,309.1,1543,36.6,20,0
2989,0,299.4,309.3,1366,48.4,116,0
2990,1,298.6,309.5,1404,43.3,33,0
2991,0,301.0,311.0,1553,35.8,26,0
2992,1,301.6,310.7,2012,20.7,178,0
2993,0,297.1,308.5,1483,46.9,203,0
2994,0,299.4,309.2,1427,41.5,29,0
2995,0,304.2,313.3,1464,45.9,48,0
2996,0,298.0,308.4,1432,46.2,11,0
2997,1,302.2,311.4,1539,35.1,24,0
2998,0,302.5,310.2,1547,36.9,103,0
2999,0,297.3,308.7,1492,43.6,189,0
3000,0,301.7,310.6,1447,56.9,47,0
3001,0,301.5,311.1,1426,52.1,121,0
3002,0,300.4,311.2,1530,32.0,169,0
3003,0,298.1,308.4,1436,46.7,103,0
3004,0,300.5,309.6,1366,50.2,219,3
3005,1,303.6,312.0,1645,35.7,81,0
3006,0,298.9,310.4,1739,26.3,30,0
3007,0,300.7,310.8,1597,30.5,38,0
3008,2,298.3,309.2,1486,42.4,16,0
3009,0,300.6,310.5,1644,33.8,148,0
3010,1,297.3,308.2,1846,24.5,41,0
3011,1,297.8,309.0,1576,45.0,17,0
3012,0,301.0,312.3,1424,43.5,136,0
3013,0,301.5,310.5,1479,34.2,147,0
3014,0,302.7,311.8,1461,46.1,10,0
3015,2,297.8,309.4,1445,48.2,10,0
3016,0,303.4,311.8,1499,45.0,16,0
3017,1,299.1,310.8,1517,38.4,185,0
3018,0,297.1,308.4,1529,40.4,165,0
3019,0,298.9,308.9,1422,47.6,15,0
3020,0,300.7,311.1,1427,50.3,137,0
3021,1,300.5,311.6,1246,52.9,165,0
3022,1,297.2,308.3,1776,28.0,43,0
3023,0,303.6,312.9,1873,23.5,7,0
3024,0,302.2,311.4,1510,44.9,33,0
3025,0,300.0,309.2,1566,34.4,18,0
3026,2,304.2,313.0,1442,40.9,23,0
3027,0,297.3,308.5,1503,43.3,90,0
3028,1,297.5,308.6,1440,38.8,29,0
3029,1,298.6,310.1,1444,48.1,39,0
3030,0,300.6,310.7,1438,48.5,78,0
3031,1,302.5,310.4,1509,37.6,45,0
3032,0,299.6,309.1,1641,35.8,81,0
3033,1,303.8,312.9,1594,35.2,69,0
3034,2,300.5,310.6,1378,51.5,166,0
3035,1,297.4,307.9,1627,34.3,166,0
3036,1,300.9,310.7,1420,43.0,133,0
3037,0,300.0,309.2,1444,43.6,123,0
3038,0,301.0,312.2,1540,34.1,113,0
3039,0,300.8,311.3,1498,40.2,73,0
3040,0,299.3,309.2,1775,24.2,125,0
3041,0,299.7,309.3,1779,25.5,129,0
3042,2,299.2,308.4,1388,53.2,59,0
3043,0,297.0,307.7,1315,60.1,128,0
3044,0,299.1,308.5,1539,46.8,190,0
3045,1,301.4,310.7,1639,29.8,127,0
3046,1,302.9,312.4,1421,46.0,206,0
3047,0,300.2,311.3,1487,36.9,71,0
3048,0,299.4,310.6,1348,54.5,22,0
3049,0,303.5,312.5,1457,46.4,168,0
3050,0,297.6,308.6,1326,62.4,173,0
3051,0,302.4,312.0,1305,49.1,16,0
3052,1,300.0,309.6,1423,48.7,67,0
3053,0,302.4,311.8,1508,45.7,108,0
3054,0,302.6,311.0,1660,38.0,99,0
3055,0,298.4,309.6,1477,35.6,101,0
3056,0,301.0,311.5,1559,31.8,195,0
3057,2,302.5,311.8,2370,14.7,198,0
3058,0,295.6,306.3,1911,20.9,74,0
3059,0,300.8,312.0,1496,40.0,175,0
3060,1,300.7,310.6,1349,54.5,19,0
3061,2,300.7,312.3,1670,27.3,81,0
3062,0,297.6,309.3,1610,35.0,6,0
3063,0,298.7,309.8,1695,29.0,145,0
3064,0,297.0,307.7,1731,28.5,186,0
3065,1,301.8,311.1,1399,41.8,125,0
3066,2,298.5,309.4,1573,36.0,97,0
3067,0,297.8,307.3,1412,50.7,24,0
3068,0,299.9,310.4,1328,49.9,206,0
3069,0,300.5,309.3,1465,46.0,89,0
3070,0,302.4,311.4,1564,35.0,122,0
3071,0,296.8,308.0,1675,29.7,46,0
3072,0,301.6,310.8,1535,35.4,148,0
3073,0,298.9,310.3,1436,39.0,32,0
3074,1,298.5,308.6,1344,53.0,114,0
3075,1,301.2,312.4,1428,36.6,99,0
3076,1,297.4,308.7,1425,50.3,152,0
3077,1,302.6,312.2,1353,56.5,168,4
3078,0,303.7,312.3,1511,38.9,117,0
3079,0,299.4,308.7,1504,37.8,112,0
3080,0,296.8,308.0,1510,39.4,29,0
3081,0,296.3,307.4,1760,28.4,56,0
3082,0,299.8,309.4,1510,42.5,146,0
3083,1,296.8,307.5,1470,45.9,132,0
3084,1,301.0,311.5,1530,43.9,165,0
3085,1,298.9,309.8,1363,50.6,115,0
3086,2,299.0,308.5,1623,33.5,154,0
3087,1,297.4,308.8,1573,33.9,123,0
3088,0,301.3,310.6,1576,30.4,92,0
3089,0,300.3,311.8,1567,37.7,180,0
3090,2,298.3,308.0,1637,30.8,2,0
3091,0,297.8,307.9,1447,48.6,46,0
3092,0,301.8,310.5,1593,34.9,139,0
3093,0,299.2,309.0,1408,47.2,0,0
3094,0,301.0,310.9,1568,38.2,172,0
3095,0,300.6,311.9,1425,44.9,224,0
3096,1,302.6,312.1,2000,21.9,200,0
3097,0,297.9,308.6,1468,36.0,168,0
3098,0,302.0,310.8,1902,23.4,188,0
3099,0,297.9,307.5,1574,35.8,153,0
3100,0,303.3,311.4,1658,30.5,7,0
3101,0,298.1,307.8,1540,37.8,203,2
3102,0,299.3,308.7,1393,54.2,80,0
3103,1,301.0,311.2,1394,41.3,16,0
3104,0,300.2,311.7,1493,48.3,167,0
3105,0,299.9,309.4,1322,53.9,33,0
3106,1,296.9,307.8,1544,40.3,150,0
3107,2,297.5,308.9,1419,50.7,7,0
3108,0,300.6,311.7,1497,43.6,198,0
3109,0,297.7,309.1,1479,42.1,58,0
3110,0,298.4,309.7,1419,41.3,159,0
3111,0,302.2,311.4,1449,46.5,60,0
3112,1,303.1,312.3,1623,31.6,101,0
3113,1,302.5,312.0,1436,43.5,184,0
3114,1,298.6,309.4,1407,45.1,176,0
3115,1,301.7,311.0,1311,46.8,136,0
3116,0,300.9,310.7,1389,50.0,214,0
3117,0,300.4,309.7,1692,27.4,115,0
3118,0,295.9,306.6,1679,30.4,117,0
3119,0,300.3,309.5,1551,37.9,42,0
3120,0,300.6,310.8,1375,53.2,179,0
3121,2,302.9,312.3,1754,26.9,209,0
3122,0,297.4,308.3,1723,28.8,33,0
3123,0,299.7,309.6,1321,53.4,166,0
3124,1,298.9,309.0,1812,25.9,174,0
3125,0,298.4,308.1,1279,53.1,9,0
3126,1,302.2,310.4,1456,47.5,167,0
3127,0,299.3,309.1,1493,38.0,151,0
3128,0,302.2,311.7,1488,44.6,178,0
3129,0,300.0,309.3,1558,29.7,168,0
3130,0,296.9,308.1,1741,28.8,60,0
3131,0,302.4,311.1,1446,42.9,5,0
3132,0,299.2,308.5,1387,51.1,98,0
3133,1,301.0,310.4,1665,30.9,177,0
3134,1,299.0,308.6,1645,33.4,22,0
3135,1,298.8,308.6,1500,37.1,210,0
3136,0,303.0,311.2,1383,44.6,198,0
3137,0,299.4,309.0,1391,58.2,135,0
3138,0,298.4,310.1,1926,23.7,83,0
3139,0,298.7,309.6,1364,44.9,106,0
3140,1,300.8,310.6,1545,37.5,155,0
3141,1,298.1,307.7,1633,30.7,145,0
3142,0,300.6,309.4,1556,36.0,98,0
3143,1,296.8,307.5,1516,36.7,135,0
3144,0,300.2,309.6,1430,52.7,47,0
3145,0,298.9,310.0,1482,41.1,82,0
3146,0,299.8,309.5,1641,27.1,16,0
3147,1,301.6,311.0,1431,42.3,129,0
3148,1,303.8,312.9,1815,27.8,66,0
3149,0,302.8,312.3,1473,42.6,232,0
3150,1,300.4,311.7,1832,24.2,179,0
3151,0,298.8,309.6,1442,50.0,104,0
3152,0,300.5,311.6,1509,47.2,202,0
3153,1,297.6,308.7,1475,46.6,54,0
3154,1,300.1,311.3,1518,40.2,130,0
3155,0,299.4,310.5,1372,46.3,173,0
3156,2,299.2,310.1,1542,36.1,5,0
3157,1,299.4,310.9,1446,47.3,12,0
3158,0,303.7,312.3,1606,37.4,103,0
3159,0,297.4,308.8,1462,49.7,132,0
3160,1,297.5,308.6,1842,27.0,133,0
3161,0,297.8,308.9,1530,37.6,106,0
3162,0,296.8,308.0,1371,54.5,86,0
3163,0,302.7,311.0,1694,29.8,150,0
3164,2,298.8,310.2,1663,30.4,209,0
3165,1,297.7,309.2,1732,28.8,152,0
3166,2,301.9,310.3,1653,32.4,100,0
3167,0,300.5,310.6,1950,20.3,208,0
3168,1,298.0,307.6,1844,23.8,44,0
3169,0,301.5,310.5,2289,16.4,112,0
3170,1,301.4,310.7,1375,42.0,168,0
3171,0,296.2,307.3,1475,37.0,44,0
3172,1,297.4,309.3,1622,35.0,123,0
3173,0,300.1,309.5,1353,50.9,34,0
3174,0,297.3,308.3,1430,41.9,95,0
3175,0,299.4,309.2,1552,37.4,37,0
3176,0,301.4,310.6,1648,30.7,90,0
3177,1,299.3,309.3,1471,46.0,42,0
3178,0,300.3,311.4,1759,24.8,34,0
3179,2,298.2,310.0,1433,44.2,68,0
3180,0,298.0,308.7,1443,49.3,52,0
3181,0,297.7,308.9,1662,28.1,19,0
3182,0,303.6,312.5,1431,49.0,162,0
3183,0,301.9,310.4,1603,37.6,69,0
3184,1,298.1,307.6,2066,19.2,150,0
3185,1,299.4,310.8,1628,40.2,111,0
3186,0,300.1,311.2,1489,39.1,188,0
3187,1,296.9,308.0,1497,44.8,57,0
3188,0,300.5,311.7,1811,26.8,47,0
3189,0,298.6,309.8,1497,41.6,118,0
3190,0,304.2,313.4,1482,41.4,32,0
3191,0,297.6,309.5,1549,34.9,68,0
3192,0,298.5,309.8,1468,40.9,157,0
3193,2,301.4,310.7,1536,44.4,96,0
3194,1,301.1,310.9,1552,37.9,126,0
3195,0,298.5,308.2,1654,27.1,13,0
3196,0,302.9,310.8,1610,32.2,17,0
3197,0,298.9,310.1,1510,38.0,52,0
3198,0,300.2,309.3,1532,43.2,53,0
3199,0,303.4,312.2,1580,35.8,90,0
3200,1,300.4,310.0,1560,42.3,186,0
3201,0,300.9,309.7,2355,14.4,201,0
3202,0,297.0,308.1,1455,43.5,122,0
3203,1,302.4,311.9,1398,50.1,188,0
3204,0,297.6,308.3,1523,39.5,137,0
3205,1,303.8,312.7,1507,38.5,180,0
3206,0,303.4,311.9,1771,31.6,202,0
3207,1,297.3,308.0,1403,45.0,77,0
3208,2,298.4,309.3,1984,19.2,132,0
3209,0,302.1,310.7,1491,42.8,98,0
3210,1,297.4,309.3,1775,25.8,91,0
3211,0,300.7,309.9,1412,45.3,155,0
3212,0,300.4,311.7,1459,45.6,3,0
3213,0,299.1,308.6,1408,46.7,196,0
3214,1,298.3,309.0,1505,41.3,93,0
3215,1,299.0,308.9,1526,41.1,20,0
3216,1,302.1,311.4,1419,36.2,47,0
3217,0,301.7,309.5,1298,65.5,229,3
3218,0,303.5,311.6,1361,46.5,62,5
3219,0,302.5,310.2,1307,54.0,86,5
3220,1,303.4,311.4,1307,54.0,44,5
3221,0,301.9,310.4,1370,51.7,153,5
3222,1,302.4,310.5,1372,45.7,144,5
3223,0,303.1,311.3,1336,52.6,172,5
3224,0,302.4,310.3,1374,51.2,163,5
3225,0,302.4,310.2,1346,62.4,106,5
3226,1,302.1,310.7,1376,46.3,210,5
3227,0,302.2,310.6,1346,47.5,109,5
3228,0,303.5,311.9,1344,49.3,93,5
3229,0,302.0,310.5,1370,44.4,85,5
3230,0,302.4,310.2,1331,45.5,53,5
3231,0,303.3,311.8,1315,62.0,42,5
3232,0,303.5,312.0,1366,54.5,30,0
3233,1,302.0,310.4,1212,55.6,79,5
3234,0,303.3,311.3,1350,48.1,32,5
3235,0,303.2,311.4,1238,54.6,226,5
3236,0,301.7,310.2,1311,57.4,40,5
3237,1,302.7,310.6,1349,51.2,6,5
3238,0,303.6,311.8,1222,66.8,148,5
3239,1,303.3,311.5,1373,47.3,60,5
3240,0,302.6,311.0,1369,60.0,93,5
3241,0,302.2,310.6,1348,48.4,161,5
3242,0,302.3,310.8,1377,47.3,22,5
3243,0,302.0,310.4,1336,58.2,110,5
3244,0,303.6,312.0,1309,52.9,86,0
3245,0,303.7,312.1,1363,51.8,90,0
3246,1,303.0,311.1,1372,54.3,117,5
3247,2,302.1,310.7,1294,62.4,101,5
3248,0,301.8,310.3,1341,50.5,64,5
3249,0,302.3,310.9,1379,49.3,34,0
3250,1,302.1,310.1,1379,48.2,166,5
3251,0,301.7,310.2,1331,61.2,47,5
3252,0,302.2,310.6,1334,53.2,159,5
3253,0,302.6,310.2,1325,62.4,92,5
3254,0,302.4,311.9,1290,70.0,139,1
3255,0,298.9,309.1,2861,4.6,143,1
3256,0,300.1,311.3,2579,12.5,64,1
3257,1,301.5,310.4,2639,12.0,21,1
3258,0,301.9,311.0,2691,12.1,31,1
3259,0,300.7,310.4,1416,61.8,209,3
3260,1,301.7,309.8,1284,68.2,111,1
3261,0,300.8,311.4,1322,67.2,18,1
3262,0,297.4,308.5,1399,61.5,61,1
3263,1,298.9,308.2,1372,63.6,30,1
3264,2,304.0,313.2,1271,68.6,161,1
3265,0,299.1,308.8,1320,67.5,20,1
3266,0,298.1,307.7,2567,12.8,125,1
3267,0,303.4,312.2,1337,69.4,52,1
3268,0,298.4,309.5,2153,15.3,98,0
3269,1,301.5,310.7,1336,65.6,0,1
3270,1,300.3,311.2,1381,65.2,136,1
3271,0,302.1,311.2,1454,59.2,153,1
3272,0,296.9,307.5,2721,9.3,18,1
3273,1,302.7,311.6,2709,9.7,2,1
3274,1,301.8,310.1,2372,13.9,205,0
3275,0,297.0,307.9,1296,69.1,153,1
3276,0,298.0,308.7,1268,69.4,189,1
3277,0,302.3,311.4,1333,66.7,205,3
3278,0,298.5,309.5,1294,66.7,12,1
3279,1,303.6,312.8,2659,11.4,26,1
3280,1,301.4,310.7,1368,63.7,92,1
3281,0,301.8,310.2,2825,5.8,215,1
3282,1,298.2,308.5,2678,10.7,86,1
3283,0,298.4,308.3,1433,62.3,20,1
3284,1,300.6,309.4,1367,63.2,45,1
3285,0,301.8,310.6,2672,11.8,124,1
3286,0,299.4,310.8,1376,53.9,215,3
3287,0,301.0,311.1,1236,64.4,177,0
3288,1,300.5,311.1,1296,61.3,202,3
3289,0,300.5,309.8,1379,54.2,207,3
3290,0,300.7,311.8,1336,58.4,189,3
3291,0,303.8,313.1,1256,58.7,213,3
3292,0,301.4,310.8,1285,62.6,183,3
3293,0,298.9,309.8,1287,61.9,216,3
3294,0,299.5,309.4,1390,58.8,195,3
3295,0,299.8,309.3,1299,65.1,212,3
3296,1,302.1,311.0,1351,60.3,207,5
3297,0,299.1,309.8,1398,55.4,217,3
3298,0,300.7,311.9,1335,57.1,194,3
3299,0,299.0,310.4,1371,53.8,228,3
3300,1,297.2,308.1,1340,61.3,207,3
3301,0,297.8,307.3,1327,61.0,186,0
3302,0,297.6,309.6,1501,49.8,222,0
3303,0,301.6,310.8,1355,57.8,195,3
3304,0,298.0,308.3,1362,56.8,216,3
3305,0,300.8,310.7,1339,59.1,203,3
3306,0,298.0,308.2,1348,58.8,202,3
3307,0,298.3,309.3,1337,56.1,206,3
3308,0,299.0,310.4,1365,49.1,226,3
3309,0,296.9,307.8,1400,57.1,202,3
3310,0,297.0,307.8,1316,61.2,200,3
3311,0,303.4,311.8,1401,53.0,208,3
3312,1,297.4,308.8,1325,62.4,204,0
3313,0,304.4,313.7,1509,35.0,205,0
3314,0,300.6,310.3,1648,30.5,217,0
3315,0,298.0,308.5,1429,37.7,220,2
3316,0,303.3,311.4,1497,46.0,234,2
3317,0,298.5,309.5,1385,46.3,203,0
3318,2,296.9,307.8,1549,35.8,206,0
3319,0,301.7,311.0,1441,44.3,208,0
3320,2,297.9,307.4,1604,36.1,225,0
3321,2,300.6,309.4,1380,47.6,246,2
3322,1,298.4,308.0,1416,38.2,198,0
3323,1,303.9,313.2,1422,48.0,215,0
3324,2,302.6,311.5,1629,34.4,228,0
3325,1,302.6,312.3,1454,54.8,253,3
3326,2,300.3,309.9,1394,46.7,210,0
3327,0,298.6,309.8,1505,45.7,144,0
3328,0,302.5,311.9,1306,59.7,172,0
3329,0,300.7,311.0,1413,52.0,91,0
3330,0,300.8,311.2,1481,38.5,181,0
3331,0,302.8,312.2,1509,36.5,52,0
3332,1,300.1,309.2,1687,27.7,95,0
